boat_name,boat_type,boat_description,price,boat_url,loa_m,loa_ft,beam_m,beam_ft,draft_m,draft_ft,deadweight_t,displacement_t,fuel_capacity_l,water_tank_l,max_people,cabins,berths_for_guests,bathrooms,mainsail_m2,mainsail_optional_m2,jib_self_m2,genoa_m2,gennaker_m2,code_zero_m2,keel,ce_class,hull_type,hull_material,design,type_by_usage,deck_arrangement,builder,country,series,model,period_of_manufacture,crew,genoa_optional_m2,code_zero_optional_m2,spinnaker_optional_m2,mainsail_in_m2,spinnaker_m2,jib_m2,jib_optional_m2,max_speed_kt,cruising_speed_kt,gennaker_optional_m2,mainsail_lazy_bag_m2,mainsail_lazy_bag_optional_m2,jib_self_optional_m2,genoa_self_optional_m2,code_zero_optional_optional_m2,spinnaker_optional_optional_m2
Regina 40,Sailing yacht,"The Regina 40 is produced by the brand Regina Regina 40 is a 12.20 meters sport cruiser with 3 guest cabins and a draft of 1.75 meters. The base price of a new Regina 40 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2217-regina-40,12.2,40.083333333333336,3.78,12.416666666666666,1.75,5.75,,11.6 (half load),250.0,600.0,,3.0,8.0,,,,,,,,,,,,,,,Regina,Sweden,,40,,,,,,,,,,,,,,,,,,
Regina 38,Sailing yacht,"The Regina 38 is produced by the brand Regina Regina 38 is a 11.80 meters sport cruiser with 2 guest cabins and a draft of 1.70 meters. The base price of a new Regina 38 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2216-regina-38,11.8,38.75,3.7,12.166666666666666,1.7,5.583333333333333,,,250.0,800.0,,2.0,5.0,,,,,,,,,,,,,,,Regina,Sweden,,38,,,,,,,,,,,,,,,,,,
Regina 35,Sailing yacht,"The Regina 35 is produced by the brand Regina Regina 35 is a 10.80 meters sport cruiser with 2 guest cabins and a draft of 1.60 meters. The base price of a new Regina 35 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2215-regina-35,10.8,35.5,3.54,11.666666666666666,1.6,5.25,,,175.0,320.0,,2.0,5.0,,,,,,,,,,,,,,,Regina,Sweden,,35,,,,,,,,,,,,,,,,,,
Reliant 50 Raised Saloon,Sailing yacht,"The Reliant 50 Raised Saloon will be produced by the brand Reliant Yachts from 2025. Reliant 50 Raised Saloon is a 15.24 meters classic yacht with 2 guest cabins and a draft of 1.68 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Reliant 50 Raised Saloon is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17223-reliant-yachts-50-raised-saloon,15.24,50.083333333333336,4.57,15.0,1.68,5.583333333333333,,15 (half load),303.0,606.0,,2.0,4.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Classic / Retro,Cruiser,With deck saloon,Reliant Yachts,US,Sail,50 Raised Saloon,from 2025,,,,,,,,,,,,,,,,,
Reliant 50 Aft Cockpit,Sailing yacht,"The Reliant 50 Aft Cockpit will be produced by the brand Reliant Yachts from 2025. Reliant 50 Aft Cockpit is a 15.24 meters center-cockpit yacht with 2 guest cabins and a draft of 1.68 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Reliant 50 Aft Cockpit is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17222-reliant-yachts-50-aft-cockpit,15.24,50.083333333333336,4.57,15.0,1.68,5.583333333333333,,15 (half load),303.0,606.0,,2.0,4.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Classic / Retro,Cruiser,With central / scandinavian cockpit,Reliant Yachts,US,Sail,50 Aft Cockpit,from 2025,,,,,,,,,,,,,,,,,
Reliant 45 Aft Cockpit,Sailing yacht,"The Reliant 45 Aft Cockpit will be produced by the brand Reliant Yachts from 2025. Reliant 45 Aft Cockpit is a 13.72 meters center-cockpit yacht with 2 guest cabins and a draft of 1.52 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Reliant 45 Aft Cockpit is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17221-reliant-yachts-45-aft-cockpit,13.72,45.083333333333336,4.27,14.083333333333334,1.52,5.0,,13 (half load),227.0,530.0,,2.0,4.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Classic / Retro,Cruiser,With central / scandinavian cockpit,Reliant Yachts,US,Sail,45 Aft Cockpit,from 2025,,,,,,,,,,,,,,,,,
Reliant 40 Aft Cockpit,Sailing yacht,"The Reliant 40 Aft Cockpit will be produced by the brand Reliant Yachts from 2025. Reliant 40 Aft Cockpit is a 12.19 meters center-cockpit yacht with 2 guest cabins and a draft of 1.37 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Reliant 40 Aft Cockpit is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17220-reliant-yachts-40-aft-cockpit,12.19,40.0,3.96,13.0,1.37,4.5,,11 (half load),189.0,454.0,,2.0,4.0,1.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Classic / Retro,Cruiser,With central / scandinavian cockpit,Reliant Yachts,US,Sail,40 Aft Cockpit,from 2025,,,,,,,,,,,,,,,,,
Ridas 46 DS,Sailing yacht,"The Ridas 46 DS is produced by the brand Ridas Yacht since 2012. Ridas 46 DS is a 14.00 meters yacht with deck saloon with 3 guest cabins and a draft of 2.25 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Ridas 46 DS is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/16182-ridas-yacht-46-ds,14.0,46.0,4.05,13.333333333333334,2.25,7.416666666666667,,,600.0,,,3.0,7.0,2.0,56.0,,46.0,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,Ridas Yacht,Estonia,Sail,46 DS,from 2012,,,,,,,,,,,,,,,,,
Royal Cape Majestic 570 Fly,Sailing yacht,"The Royal Cape Majestic 570 Fly is produced by the brand Royal Cape Catamarans since 2021. Royal Cape Majestic 570 Fly is a 17.38 meters sailing cruising multihull with 5 guest cabins and a draft of 1.40 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Royal Cape Majestic 570 Fly is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/13251-royal-cape-catamarans-majestic-570-fly,17.38,57.083333333333336,8.6,28.25,1.4,4.666666666666667,,24 (half load),1200.0,1000.0,,5.0,10.0,5.0,108.0,,,76.0,,,Fixed,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,Royal Cape Catamarans,SOUTH AFRICA,,Majestic 570 Fly,from 2021,,,,,,,,,,,,,,,,,
Royal Cape Majestic 530,Sailing yacht,"The Royal Cape Majestic 530 is produced by the brand Royal Cape Catamarans since 2018. Royal Cape Majestic 530 is a 16.23 meters sailing cruising multihull with 4 guest cabins and a draft of 1.40 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Royal Cape Majestic 530 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/13244-royal-cape-catamarans-majestic-530,16.23,53.25,8.6,28.25,1.4,4.666666666666667,,,1200.0,1000.0,,4.0,8.0,4.0,91.0,,,67.0,,,Fixed,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,Royal Cape Catamarans,SOUTH AFRICA,,Majestic 530,from 2018,,,,,,,,,,,,,,,,,
Rustler 57,Sailing yacht,"The Rustler 57 is produced by the brand Rustler Yachts since 2019. Rustler 57 is a 17.40 meters center-cockpit yacht with 3 guest cabins and a draft of 3.50 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Rustler 57 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/15451-rustler-yachts-57,17.4,57.166666666666664,5.0,16.416666666666668,3.5,11.5,,,950.0,910.0,,3.0,6.0,3.0,90.0,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Classic / Retro,Cruiser,With central / scandinavian cockpit,Rustler Yachts,Great Britain,,57,from 2019,,,,,,,29.0,,,,,,,,,,
Rustler 44,Sailing yacht,"The Rustler 44 is produced by the brand Rustler Yachts since 2017. Rustler 44 is a 13.50 meters center-cockpit yacht with 2 guest cabins and a draft of 2.10 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Rustler 44 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/15450-rustler-yachts-44,13.5,44.333333333333336,4.28,14.083333333333334,2.1,6.916666666666667,,14 (unloaded),455.0,730.0,,2.0,4.0,2.0,50.0,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Classic / Retro,Cruiser,With central / scandinavian cockpit,Rustler Yachts,Great Britain,,44,from 2017,,,,,,167.0,17.0,,,,,,,,,,
Rustler 37,Sailing yacht,"The Rustler 37 is produced by the brand Rustler Yachts since 2015. Rustler 37 is a 11.28 meters center-cockpit yacht with 2 guest cabins and a draft of 1.91 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Rustler 37 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/15449-rustler-yachts-37,11.28,37.083333333333336,3.76,12.416666666666666,1.91,6.333333333333333,,9 (half load),,,,2.0,4.0,1.0,37.0,,,44.0,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Classic / Retro,Cruiser,With central / scandinavian cockpit,Rustler Yachts,Great Britain,,37,from 2015,,,,,,,,,,,,,,,,,
Rustler 42,Sailing yacht,"The Rustler 42 is produced by the brand Rustler Yachts since 2015. Rustler 42 is a 12.81 meters center-cockpit yacht with 2 guest cabins and a draft of 1.89 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Rustler 42 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/12428-rustler-yachts-42,12.81,42.083333333333336,4.06,13.333333333333334,1.89,6.25,,12 (half load),,,,2.0,4.0,2.0,41.0,,,62.0,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With central / scandinavian cockpit,Rustler Yachts,Great Britain,,42,from 2015,1.0,,,,,,17.0,,,,,,,,,,
Rustler 33,Sailing yacht,"The Rustler 33 is produced by the brand Rustler Yachts since 2011. Rustler 33 is a 10.36 meters center-cockpit yacht with 1 guest cabin and a draft of 1.67 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Rustler 33 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/15447-rustler-yachts-33,10.36,34.0,2.44,8.083333333333334,1.67,5.5,,3 (unloaded),45.0,,,1.0,2.0,1.0,27.0,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Classic / Retro,Cruiser,With central / scandinavian cockpit,Rustler Yachts,Great Britain,,33,from 2011,,,,,,53.0,19.0,,,,,,,,,,
Rustler 24,Sailing yacht,"The Rustler 24 is produced by the brand Rustler Yachts since 2011. Rustler 24 is a 7.44 meters deysailer with a draft of 1.07 meters. The yacht has a fiberglass / grp hull with a CE certification class (B) and can navigate no further than 200 miles off the coastline. The base price of a new Rustler 24 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/15446-rustler-yachts-24,7.44,24.416666666666668,1.91,6.333333333333333,1.07,3.5833333333333335,,2 (half load),,,,,2.0,,16.0,,,,,,Fixed,B - Sea,Monohull,Fiberglass / GRP,Classic / Retro,Daysailer,Other,Rustler Yachts,Great Britain,,24,from 2011,,,,,,38.0,10.0,,,,,,,,,,
Rustler 36,Sailing yacht,"The Rustler 36 is produced by the brand Rustler Yachts since 2002. Rustler 36 is a 10.77 meters center-cockpit yacht with 2 guest cabins and a draft of 1.67 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Rustler 36 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/15448-rustler-yachts-36,10.77,35.416666666666664,3.35,11.0,1.67,5.5,,8 (half load),,,,2.0,4.0,1.0,24.0,,,32.0,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Classic / Retro,Cruiser,With central / scandinavian cockpit,Rustler Yachts,Great Britain,,36,from 2002,,,,,,,20.0,,,,,,,,,,
SAILART 18,Sailing yacht,"The SAILART 18 is produced by the brand SAILART since 2020. SAILART 18 is a 6.10 meters deysailer with 1 guest cabin and a draft of 1.30 meters. The yacht has a fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new SAILART 18 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/10221-sailart-18,6.1,20.083333333333332,2.3,7.583333333333333,1.3,4.333333333333333,0.45,,,,4.0,1.0,2.0,,,,,,,,Lifting,C - Coastal waters,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,With mediterranean cockpit,SAILART,Germany,,18,from 2020,,,,,,,,,,,,,,,,,
SLYDER 80,Sailing yacht,"The SLYDER 80 will be produced by the brand SLYDER Catamarans from 2025. SLYDER 80 is a 24.40 meters sailing cruising multihull with 5 guest cabins and a draft of 4.60 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new SLYDER 80 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17596-slyder-catamarans-80,24.4,80.08333333333333,10.8,35.5,4.6,15.166666666666666,,35 (unloaded),1600.0,1600.0,,5.0,10.0,5.0,153.0,,,,,,Сenterboard,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,SLYDER Catamarans,Germany,,80,from 2025,,,,,,,,,,,,,,,,,
SLYDER 55,Sailing yacht,The SLYDER 55 is produced by the brand SLYDER Catamarans since 2024. SLYDER 55 is a 16.70 meters sailing cruising multihull with 3 guest cabins and a draft of 3.20 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new SLYDER 55 is €1.8 million.,"from €1,799,000",https://itboat.com/models/17595-slyder-catamarans-55,16.7,54.833333333333336,8.2,26.916666666666668,3.2,10.5,,16 (unloaded),1000.0,400.0,,3.0,6.0,3.0,135.0,,,,,159.0,Сenterboard,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,SLYDER Catamarans,Germany,,55,from 2024,,,,,,,85.0,,,,,,,,,,
SLYDER 49,Sailing yacht,"The SLYDER 49 is produced by the brand SLYDER Catamarans since 2018. SLYDER 49 is a 14.95 meters sailing cruising multihull with 3 guest cabins and a draft of 2.20 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new SLYDER 49 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17594-slyder-catamarans-49,14.95,49.083333333333336,7.68,25.25,2.2,7.25,,,170.0,780.0,,3.0,6.0,2.0,90.0,,,42.0,138.0,110.0,Сenterboard,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,SLYDER Catamarans,Germany,,49,from 2018,,,,,,,17.0,,,,,,,,,,
Saare 47,Sailing yacht,"The Saare 47 is produced by the brand Saare since 2024. Saare 47 is a 14.28 meters center-cockpit yacht with 2 guest cabins and a draft of 2.00 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Saare 47 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/16688-saare-47,14.28,46.916666666666664,4.2,13.833333333333334,2.0,6.583333333333333,,14 (unloaded),400.0,480.0,,2.0,4.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With central / scandinavian cockpit,Saare,Estonia,,47,from 2024,,,,,,,,,,,,,,,,,
Saare 41.2,Sailing yacht,"The Saare 41.2 is produced by the brand Saare since 2023. Saare 41.2 is a 12.50 meters cruising yacht with a Mediterranean cockpit with 2 guest cabins and a draft of 2.00 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Saare 41.2 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/16687-saare-41-2,12.5,41.083333333333336,3.92,12.916666666666666,2.0,6.583333333333333,,9 (half load),310.0,330.0,,2.0,4.0,1.0,48.0,,,,135.0,78.0,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Saare,Estonia,,41.2,from 2023,,,,,,,40.0,,,,,,,,,,
